type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
Tweet,#ercot,geegeebythesea,5690,6233,8,646740,geegeebythesea,175,97,4,67,"Tell me again why paxton has (so far) escaped #Justice ?
#paxtonIsCorrupt #RESIGNPaxton #UnfitForOffice… https://t.co/En7eVNnB2r"
Tweet,#ercot,ANNSISCO1,5245,5276,7,68817,ANNSISCO1,175,97,4,67,"Thanks to #ERCOT who now wants to sky rocket elec bills on top of everything TX has been thru!
DAMN GREEDY REPUGS !… https://t.co/Y6T53u1MSW"
RT,#ercot,1stGenLonghorns,440,140,3,394,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,skyriver1,408,757,16,3972,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
Tweet,#ercot,hsmithson_,41,57,0,11013,hsmithson_,383346,298468,1498,4742,"@tedcruz Yet you've been very supportive of #ERCOT, no #regulations, ppl fending for themselves &amp; brutal, greedy ca… https://t.co/V4nRnTEEea"
Tweet,#ercot,geegeebythesea,5690,6233,8,646740,geegeebythesea,383346,298468,1498,4742,"#CornynMIA #UnfitForOffice #Resigncornyn #CorruptCornyn 
#TexasGOP #Corruption #ERCOT 
#TexasPowerGrid #TexasFreeze… https://t.co/yvRwniYiQQ"
Tweet,#ercot,BrunchAndBombs,12,45,1,172,BrunchAndBombs,383346,298468,1498,4742,"No new episode this week. We were snowed in here in Austin, #Texas. Some of us were without power &amp; are still witho… https://t.co/qqlhB5gmPa"
RT,#ercot,GAsandwich,7630,7922,2,19155,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,KrisHeckmann,489,791,10,2736,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,The_Seasoning,1231,895,6,32917,SocialistHTX,588,496,13,1406,RT @SocialistHTX: Lights are on in empty office buildings in downtown #Houston while millions of working people face near-record freezing t…
Tweet,#ercot,IceColdApathy,15357,16852,4,66667,IceColdApathy,588,496,13,1406,"Texans' 'skyrocketing' energy bills from winter storm aren't their responsibility, Gov. Abbott says | Fox Business… https://t.co/S1ZiN3O1Ow"
RT,#ercot,thepoetmendez,4629,4059,96,34036,ForHD65,3284,972,101,7245,"RT @ForHD65: This AM, I refiled @SylvesterTurner's bill from 2011 that never made it out of committee but would have ensured that #ERCOT ha…"
Tweet,#ercot,YaBizzzz,15,45,0,150,YaBizzzz,3284,972,101,7245,@ERCOT_ISO you better do what’s right &amp; pay these ridiculously enormous HIGH electric bills that Texans are getting… https://t.co/ZTxMfHvjro
RT,#ercot,VanceGinn,3144,895,79,15910,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
Tweet,#ercot,sonnylebythebay,3718,1862,426,79299,sonnylebythebay,6188,2933,85,4678,"Smiling through tears as I read Jackie Pham's description of her 3 ""little badass humans"" who perished in a fire du… https://t.co/bZjPuJyd7a"
RT,#ercot,Vinaysr79,14,496,0,384,RajVedam1,6801,156,39,1071,"RT @RajVedam1: A Texas-Size Disaster

We survived the winter storm with no power/heat for 48+ hours in deep freeze conditions, with new res…"
Tweet,#ercot,ercotpower,3,32,0,237,ercotpower,6801,156,39,1071,What’s up Texas #ERCOT #Weather https://t.co/PPPVmPVIVj
Tweet,#ercot,JMellerud,32,136,1,167,JMellerud,6801,156,39,1071,How old do you need to be to understand that more intermittent renewables = a more unstable electric grid? 7 years… https://t.co/YvIzpCZ77h
Tweet,#ercot,Karen49434003,481,1315,0,16606,Karen49434003,6801,156,39,1071,"ERCOTT restores power from outages, says Texas was minutes from catastrophic blackout. as cold weather continues to… https://t.co/J1RVq4P4JB"
Tweet,#ercot,carolotta0,96,473,0,7683,carolotta0,6801,156,39,1071,#Texasfreeze led to release of tons of air pollutants as refineries shut #texas #texasfreeze2021 #texasfailure… https://t.co/Nz1FJbcrF8
RT,#ercot,PDiddie,6980,5198,103,54695,SanAntoReview,543,1804,11,1337,"RT @SanAntoReview: Too edgy?

#ATX #Austin #cartoonart #txlege #ercot #weather https://t.co/ZqhXsYy73W"
RT,#ercot,klonghof,130,476,0,7190,TXBarbaraAnn,2618,1397,75,10832,RT @TXBarbaraAnn: @Cargas7: “A 2011 report chided #ERCOT for inadequate reserves and for bringing them online too slow. It also stressed th…
RT,#ercot,TomBrad18427379,440,1472,0,8853,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#ercot,Goyakhla1,80,606,0,6778,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#ercot,Z0ltanNagy,960,1758,13,2743,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
Tweet,#ercot,ZehlAssociates,4060,4311,49,3126,ZehlAssociates,175,97,4,67,"The Texas Power Outage: How ERCOT Let Texans Down
.
For the very latest updates about this story, click here:… https://t.co/ERlaH6Pnu9"
Tweet,#ercot,LowProf64135955,2,2,0,355,LowProf64135955,175,97,4,67,"When politicians privatize businesses and deregulate industries (#Texas #Ercot), how do they overlook fundamental e… https://t.co/bd6f5Czphy"
RT,#ercot,Niveena,559,452,8,1036,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,LastAmericanG,1833,2496,0,44532,Matt_VanDyke,383346,298468,1498,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#ercot,hcdla,311,1113,2,1574,TXBarbaraAnn,2618,1397,75,10832,RT @TXBarbaraAnn: @Cargas7: “A 2011 report chided #ERCOT for inadequate reserves and for bringing them online too slow. It also stressed th…
Tweet,#ercot,elumos,984,519,42,44642,elumos,2618,1397,75,10832,#ERCOT #Texas #texaswinterstorm #TexasBlackout #TexasPowerGrid https://t.co/dBBYFPDDVy
Tweet,#ercot,elumos,984,519,42,44642,elumos,2618,1397,75,10832,#ERCOT #Texas #texaswinterstorm #TexasBlackout #TexasPowerGrid https://t.co/2MvLvggUkL
Tweet,#ercot,elumos,984,519,42,44642,elumos,2618,1397,75,10832,#ERCOT #texaswinterstorm #TexasBlackout #TexasPowerGrid https://t.co/3wWNaAHLAt
Tweet,#ercot,WildforestSue,1388,2429,2,20443,WildforestSue,2618,1397,75,10832,#Texas #PowerGrid Run by #ERCOT Set Up the State for #disaster  https://t.co/A57VxOa0nn
Tweet,#ercot,dghatfield1,185,345,2,8582,dghatfield1,2618,1397,75,10832,@SiegelForTexas The better question is should Texas fire the utility company that thought it was a good idea to iss… https://t.co/5rreBdwx9t
RT,#ercot,Gummbyman32,11037,10402,213,312013,underthesea62,22059,22275,23,26847,"RT @underthesea62: Sounds like criminal negligence by #ERCOT.
Maybe TX citizens should start a class action lawsuit."
RT,#ercot,CockrellSchool,15082,935,227,4754,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,rweston406,253,1270,3,7695,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
Tweet,#ercot,prajjwalpanday,841,991,35,8999,prajjwalpanday,373,1019,6,687,Allow #NASA to be in charge of TX power grid and not #ERCOT and @GovAbbott https://t.co/aPt3I90bNa
Tweet,#ercot,ChatosLand68,437,654,0,1159,ChatosLand68,373,1019,6,687,#ERCOT officials say rotating outages a possibility as more people come back online across Texas-and the hits just… https://t.co/8jzJgmo96h
Tweet,#ercot,RIPMSM,4988,5449,4,57501,RIPMSM,373,1019,6,687,Tell me why #ERCOT isn't liabel for all the house damage and broken water lines? No insurer would provide policies… https://t.co/RPNxEZoasD
RT,#ercot,RickClaypool,2747,2852,129,16172,CorpCrimeBlot,163,54,32,1452,RT @CorpCrimeBlot: A Texas family whose son died of suspected hypothermia after they lost power in their mobile home during February’s deep…
Tweet,#ercot,LNGeconomist,3208,2012,80,11731,LNGeconomist,163,54,32,1452,@SylvesterTurner Power prices in TX will need to 2x-3x to provide 99.99% reliability in outlier extreme conditions.… https://t.co/iKL610W936
Tweet,#ercot,shiftourpower,2816,3329,164,20584,shiftourpower,163,54,32,1452,"Not that @TheEnergyGang w/ @CleanGridView @Stphn_Lacey @JigarShahDC isn’t always a “must listen”event. But, you rea… https://t.co/5JdoulDyT1"
RT,#ercot,blairajohnson,969,480,3,750,HaoZhu6,175,97,4,67,"RT @HaoZhu6: Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about #TexasPowerOutage…"
RT,#ercot,BakerInstitute,13854,741,445,13238,CES_Baker_Inst,4416,516,123,5572,"RT @CES_Baker_Inst: “We’ve never had a storm like this,” said scholar @JulieCohn8. “This weather event is something that’s really outside h…"
RT,#ercot,ChallengerWater,690,1586,0,304,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,ChrisHosek,1721,988,49,3061,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
Tweet,#ercot,HaoZhu6,175,97,4,67,HaoZhu6,6188,2933,85,4678,"Gave a talk on the #2021TexasBlackout to our @utexasece @CockrellSchool students, if you want to learn about… https://t.co/6kVzCso5BA"
RT,#ercot,Chris_Manno,5094,641,191,37021,SanAntoReview,543,1804,11,1337,"RT @SanAntoReview: After the disastrous Texas power grid failure during last week's Arctic Blast left millions cold and dark, questions rem…"
Tweet,#ercot,EnergyGPS,610,0,16,39641,EnergyGPS,543,1804,11,1337,ERCOT Day-Ahead LMP 2/23/21 - HB_North HL: 20.05 (-9.94) LL: 13.23 (-8.11) Flat: 17.78 (-9.33) #ERCOT https://t.co/75OJxfrZFy
Tweet,#ercot,geegeebythesea,5690,6233,8,646740,geegeebythesea,543,1804,11,1337,"#Texas wants to know where #CorruptCornyn has been the PAST WEEK 🤨
#Resigncornyn #UnfitForOffice #CornynMIA… https://t.co/UCQeTrIwSL"
Tweet,#ercot,FlintlockGames,20,131,1,30,FlintlockGames,543,1804,11,1337,This may be useful to those attempting to look up ERCOT executives after they removed the names from their website.… https://t.co/OhY82Cp2xV
Tweet,#ercot,the_Goddess6,143,197,1,5447,the_Goddess6,543,1804,11,1337,#ercot spent seconds talking about the previous storm in Texas before it hit. Do better
Tweet,#ercot,workman_markus,0,12,0,25,workman_markus,543,1804,11,1337,The only flow of power @ERCOT_ISO Manages is the flowof big oil money to @SenTedCruz and @GOP pockets. #ERCOT #corrupt
RT,#ercot,ebbybennett,715,336,24,98037,ThatBravesGirl,3026,2221,26,42617,"RT @ThatBravesGirl: #ERCOTFail #ERCOT 

https://t.co/XMYTz649y1"
Tweet,#ercot,palomacreeknews,1,12,0,13,palomacreeknews,3026,2221,26,42617,@TDEM @TXAG What about our electric bills due to #ERCOT? #ERCOTFail #Snowmageddon2021 #Snovid21 @GregAbbott_TX @GovAbbott
Tweet,#ercot,Original_OIA,177,613,2,3993,Original_OIA,3026,2221,26,42617,#ERCOT https://t.co/jvGdftJiAN
Tweet,#ercot,Shellcamg,2890,4957,4,108394,Shellcamg,3026,2221,26,42617,@H_MitchellPhoto Texans who have been through so much loss s/b given immediate federal assistance. There are still… https://t.co/VCxeJWV3al
Tweet,#ercot,BassiouniGroup,524,1894,73,5466,BassiouniGroup,3026,2221,26,42617,"So, why did the #Texas grid fail? Click link for a detailed explanation: https://t.co/7fLlVTeIy0

#texasgrid… https://t.co/eW3fCRPjbm"
Tweet,#ercot,Grav1,3798,1994,244,57694,Grav1,3026,2221,26,42617,TX Lt. Gov. Dan Patrick on #winterstorm: #ERCOT and others “weren’t prepared as they told us they were. And you wer… https://t.co/rEaaWd633W
RT,#ercot,vectorborg,1047,57,11,65342,ThatsATripShow,21,58,0,124,RT @ThatsATripShow: This week on TAT: The #Texas Power Grid + #NASA’s Mars Rover #Perseverance + #TedCruz Goes On Vacation. @thatsatripshow…
RT,#ercot,RickWoo89291732,181,693,2,17597,GoldBaron08,1563,1728,38,25248,"RT @GoldBaron08: Action for Texans...
@RealDrGina @PubliusNV @moraro456 @tdtrpnr @geoffcaldwell @IWF @DonaldJTrumpJr @scottpaige @jstines3…"
RT,#ercot,johngmcnally,436,237,5,2409,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
RT,#ercot,bbymoonpup,49,147,0,14902,News4SA,201155,3559,1168,274857,"RT @News4SA: .@Ron_Nirenberg had this to say about #ERCOT: ""As far as I'm concerned, that bill should be send to ERCOT and there will be he…"
RT,#ercot,network_gal,4130,4895,4,93369,geegeebythesea,5690,6233,8,646740,RT @geegeebythesea: #GalvNews &amp; #kprc reported the #Galveston County DA is expecting to file CRIMINAL CHARGES against those responsible for…
RT,#ercot,jstines3,139100,74860,585,652071,GoldBaron08,1563,1728,38,25248,"RT @GoldBaron08: Action for Texans...
@RealDrGina @PubliusNV @moraro456 @tdtrpnr @geoffcaldwell @IWF @DonaldJTrumpJr @scottpaige @jstines3…"
Tweet,#ercot,CPowerEnergy,157,139,6,432,CPowerEnergy,1563,1728,38,25248,"As an energy markets leader and oil &amp; gas giant, the energy business does not stop in Texas. We’re thrilled to be b… https://t.co/24v1UYrPgI"
RT,#ercot,TedRFlores,161,346,0,46143,VRWCTexan,34757,32708,525,357640,RT @VRWCTexan: Gov Abbott &gt;&gt; will not allow the legislative session to end without guaranteeing protections for power during peak demand —…
Tweet,#ercot,ThatsATripShow,21,58,0,124,ThatsATripShow,34757,32708,525,357640,This week on TAT: The #Texas Power Grid + #NASA’s Mars Rover #Perseverance + #TedCruz Goes On Vacation.… https://t.co/5lVHCRPvdQ
RT,#ercot,poncho_nevarez,9757,1424,253,63927,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
Tweet,#ercot,JimMaso02236687,2010,159,1,12410,JimMaso02236687,6188,2933,85,4678,"The First Texas-Freeze Casualty: Just Energy Implodes, Issues Going Concern Warning

https://t.co/508BQi9zc8 #ERCOT… https://t.co/MhORalbjoT"
Tweet,#ercot,CES_Baker_Inst,4416,516,123,5572,CES_Baker_Inst,6188,2933,85,4678,"“We’ve never had a storm like this,” said scholar @JulieCohn8. “This weather event is something that’s really outsi… https://t.co/XrN8UGcSgd"
RT,#ercot,kitrey50,352,1069,42,99553,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,kympossiblyfab,3470,4969,47,56385,kympossiblyfab,3470,4969,47,56385,RT @kympossiblyfab: #TedCruzIsATraitor #ResignTedCruz #AbbottFailedTexas #AbbottResign #TexasFreeze #TexasBlackout #GOPBetrayedAmerica #Tur…
RT,#ercot,jtaggart09,467,619,10,1925,BrynneKKelly,22809,2140,642,53924,"RT @BrynneKKelly: Cascading Failures in the energy complex.  Weekly analysis now posted.  #oott #crudeoil #ERCOT 

https://t.co/wFylphr15T…"
Tweet,#ercot,CES_Baker_Inst,4416,516,123,5572,CES_Baker_Inst,22809,2140,642,53924,"""What happened with the cold weather in #Texas put on display the vulnerability of #Mexico's #electricity system,""… https://t.co/u34u7ai299"
RT,#ercot,liz_farmer,3567,9890,109,31776,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,jamesrhenson,7635,4293,434,35582,TexasAllianceEP,6188,2933,85,4678,"RT @TexasAllianceEP: Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2%…"
RT,#ercot,jasonlindquist,334,1542,15,2845,PlattsOil,132007,695,3020,78874,"RT @PlattsOil: On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland WTI crud…"
Tweet,#ercot,TexasAllianceEP,6188,2933,85,4678,TexasAllianceEP,132007,695,3020,78874,"Last Tuesday, #Naturalgas was producing 67% of the power generation for Texas.

Coal 16%
Nuclear 8%
Wind 6%
Solar 2… https://t.co/DS51HHRXeq"
RT,#ercot,plattsmetals,17118,788,507,17149,PlattsOil,132007,695,3020,78874,"RT @PlattsOil: On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland WTI crud…"
RT,#ercot,PlattsGas,70954,423,1404,34127,PlattsOil,132007,695,3020,78874,"RT @PlattsOil: On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland WTI crud…"
RT,#ercot,PlattsPower,25841,956,904,21804,PlattsOil,132007,695,3020,78874,"RT @PlattsOil: On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland WTI crud…"
RT,#ercot,colinmeehan,1069,499,32,896,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
Tweet,#ercot,ThatBravesGirl,3026,2221,26,42617,ThatBravesGirl,373,1019,6,687,"#ERCOTFail #ERCOT 

https://t.co/XMYTz649y1"
Tweet,#ercot,YunaisyGC,1270,693,8,1006,YunaisyGC,373,1019,6,687,Familia de niño que murió en medio de las heladas busca millonaria https://t.co/gWXvxtB8OO familia asegura que pasa… https://t.co/BD0nLo2eqY
Tweet,#ercot,PlattsOil,132007,695,3020,78874,PlattsOil,373,1019,6,687,"On this week's #PlattsMM Americas w/ @MowerJeff 
➡️ Winter freeze downs #crudeoil refineries, output
➡️ MEH/Midland… https://t.co/PoAYfYglZE"
RT,#ercot,CntrlPimpernel,788,706,58,84106,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
RT,#ercot,MzScarlette,129,448,0,16712,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
RT,#ercot,dog4climate,1591,1351,24,2694,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
Tweet,#ercot,thomaswdees,1568,152,8,886,thomaswdees,373,1019,6,687,Why is Gov. Abbott silent on this? #ERCOT #ERCOTfail https://t.co/iIUApkOzM9
RT,#ercot,byashleylamar,115,432,5,1119,GraceRelf,373,1019,6,687,"RT @GraceRelf: #Energytwitter I'm looking at you- you better bring an equity lens to your analyses of what's happening in #ERCOT (and SPP,…"
